1	0.501247051	0.338097555	0.079395805	0.474246029	0.256909162	0.092110641	0.411852464	0.221948747	0.199982753	0.371946923	0.244582815	0.179541547	0.057170467	0.141425926	0.385185536	0.138542108	-0.004824	0.52186266	0.452996269	0.508008983	0.442831561	0.569974937	0.432536801	0.30224085	0.193343598	0.215740134	0.37606348	0.170924131	0.254467724
0.501247051	1	0.28750861	0.147369729	0.340366397	0.224112204	0.106923547	0.482213103	0.186097546	0.252270586	0.242842073	0.27014834	0.190001761	0.08858392	0.177723867	0.233917155	0.20186368	0.055359142	0.341073081	0.377048176	0.336620643	0.358321658	0.358014733	0.340500926	0.159607937	0.150013022	-0.000344469	0.254203365	0.129674541	0.162917049
0.338097555	0.28750861	1	0.263128686	0.341341124	0.645770567	0.329544312	0.198457723	0.445903619	0.574395646	0.367491889	0.517581184	0.449638391	0.166438877	0.447683436	0.336179638	0.359589977	-0.107247066	0.305828891	0.177408533	0.290627245	0.282414772	0.336582153	0.236210377	0.435263204	0.404154961	0.252716542	0.378510865	0.3535615	0.410002893
0.079395805	0.147369729	0.263128686	1	0.122224227	0.312748457	0.557575011	0.173333271	0.254550056	0.381112644	-0.027606846	0.186834415	0.331660525	0.287379498	0.423563929	-0.020201635	0.274617669	0.146653811	-0.003254831	-0.023632244	0.003569201	-0.030691384	0.053409875	0.019102016	-0.099873373	-0.091628328	-0.190582452	-0.083717628	-0.068755294	-0.054395039
0.474246029	0.340366397	0.341341124	0.122224227	1	0.222629868	0.12064498	0.268397751	0.195669152	0.215712693	0.384470743	0.262094306	0.161378515	0.053784215	0.137272599	0.413210024	0.107694404	-0.021161917	0.470469115	0.378902402	0.427669964	0.378052468	0.505488553	0.382801986	0.251840608	0.152547103	0.193964352	0.311684479	0.133558735	0.232139366
0.256909162	0.224112204	0.645770567	0.312748457	0.222629868	1	0.486551468	0.200611186	0.482505525	0.620125092	0.222306171	0.519493138	0.545448827	0.231797059	0.54148857	0.237531166	0.456989319	-0.076004701	0.18178484	0.120172112	0.181003609	0.222461041	0.26193057	0.125578709	0.27478661	0.277803267	0.158124329	0.247674292	0.206233322	0.266329222
0.092110641	0.106923547	0.329544312	0.557575011	0.12064498	0.486551468	1	0.154545359	0.36000245	0.558104311	0.064009354	0.263780755	0.432162263	0.36148956	0.54502956	0.048774152	0.390861978	0.084533546	-0.009224661	-0.003315586	0.015229354	0.008722733	0.039309486	-0.010315229	-0.059887765	-0.05408195	-0.063463803	-0.071809527	-0.037293567	0.001416005
0.411852464	0.482213103	0.198457723	0.173333271	0.268397751	0.200611186	0.154545359	1	0.159105596	0.219045239	0.139628761	0.257492055	0.169729974	0.059683535	0.215196629	0.159040503	0.196803925	0.147804515	0.355020113	0.398334123	0.331909005	0.335678838	0.369595759	0.305349179	0.1087605	0.066880889	-0.020856186	0.260300381	0.077425222	0.103961303
0.221948747	0.186097546	0.445903619	0.254550056	0.195669152	0.482505525	0.36000245	0.159105596	1	0.471065506	0.209951909	0.413551208	0.562886607	0.299028244	0.429399856	0.163794707	0.358290513	-0.011362531	0.181882895	0.087782954	0.179803562	0.152119522	0.227205654	0.119572911	0.229012973	0.194877104	0.148043752	0.151168285	0.152623791	0.215088646
0.199982753	0.252270586	0.574395646	0.381112644	0.215712693	0.620125092	0.558104311	0.219045239	0.471065506	1	0.188544943	0.428803767	0.520434372	0.238848408	0.568116268	0.182071838	0.485975218	-0.059017923	0.15761759	0.084160638	0.19063627	0.13488311	0.2251367	0.104207428	0.141866702	0.174141688	0.049271857	0.16996702	0.154219135	0.199722153
